,DataTableID,Species,Sub_species,Citation_key,Spatial_locality,Temporal_locality,Locality_name,Singular_country,Multiple_countries,Wider_population,Locality_area,Locality_area_units,Study_year_start,Study_year_end,N_observations,Field_method,Modelling_method,Population_metric,Density_scale,Population_start,PS_dispersion_estimate,PS_dispersion_lower,PS_dispersion_upper,Population_end,PE_dispersion_estimate,PE_dispersion_lower,PE_dispersion_upper,PS_PE_dispersion_description,Quantitative_trend,Quantitative_method,Other_quantitative_descriptor,Dispersion_description,Dispersion_estimate,Dispersion_lower,Dispersion_upper,Significance_reported,Test_statistic,Significance,Significant_trend,Time_lapse,Qualitative,Other_driver_of_trend,Comment,Possible_issues,Genetic_data,Harvest_data,Invasive_species,Record_labelled_inaccurate,Asymptotic_growth,Metric_unusual,Peer_review,Date_missing,Coordinate_comment,Latitude,Longitude,Source
995,2187,Ursus americanus,NA,Rogers1987,1,1,northeastern Minnesota,United States,NA,NA,NA,NA,1971,1975,NA,Individuals identified,Undefined,Other,NA,51,NA,NA,NA,64,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - location is approximate,46.7281895,-92.4675914,Georeferenced - automatically
996,2188,Lynx rufus,NA,Rolley1985283,1,1,Choctaw and Kiamichi,United States,NA,Ouachita national forest,NA,NA,1977,1981,4,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,Lambda,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,34.63538,-95.17885,Georeferenced - automatically
997,2189,Panthera pardus,delacouri,RostroGarcia2016293,1,1,Modulkiri Protected Forest,Cambodia,NA,NA,NA,NA,2009,2014,2,Undefined - direct observations,Model derived abundance/density,Density,100km2,3.6,NA,NA,NA,1,NA,NA,NA,NA,30,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,12.78,107,Georeferenced - manually adjusted
998,2190,Panthera pardus,delacouri,RostroGarcia2016293,1,1,Virachay National Park,Cambodia,NA,NA,NA,NA,1999,2014,0,Undefined - direct observations,Model derived abundance/density,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,Population extirpated,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,14.15,107.12,Georeferenced - manually adjusted
999,2191,Panthera pardus,delacouri,RostroGarcia2016293,1,1,Nakai-Nam Theun,Lao People's Democratic Republic,NA,Central-Laos,NA,NA,1995,2011,NA,Undefined,Undefined,Abundance,NA,NA,NA,30,40,0,NA,NA,NA,Range,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,Used mid-point in range estimate,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,18.24298,104.63789,Georeferenced - automatically
1000,2192,Panthera pardus,delacouri,RostroGarcia2016293,1,1,Phu Khieo-Nam Nao Complex,Thailand,NA,North-Central Thailand,NA,NA,1997,2015,0,Undefined - direct observations,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,16.77,101.62,Georeferenced - manually adjusted
1001,2193,Panthera pardus,delacouri,RostroGarcia2016293,1,1,Dong Phayayen-Khao Yai complex,Thailand,NA,south-central Thailand,NA,NA,1998,2015,0,Undefined - direct observations,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,14.44,101.37,Georeferenced - manually adjusted
1002,2194,Canis latrans,NA,Sargeant19981235,1,1,Minnesota,United States,NA,NA,NA,NA,1986,1993,NA,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,29.6294926,-95.238601,Georeferenced - automatically
1003,2195,Canis lupus,NA,Sargeant19981235,1,1,Minnesota,United States,NA,NA,NA,NA,1986,1993,NA,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,29.6294926,-95.238601,Georeferenced - automatically
1004,2196,Lynx rufus,NA,Sargeant19981235,1,1,Minnesota,United States,NA,NA,NA,NA,1986,1993,NA,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,29.6294926,-95.238601,Georeferenced - automatically
1005,2197,Vulpes vulpes,NA,Sargeant19981235,1,1,Minnesota,United States,NA,NA,NA,NA,1986,1993,NA,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,29.6294926,-95.238601,Georeferenced - automatically
1006,2198,Ursus arctos,NA,Sawaya2012,1,1,Banff National Park,Canada,NA,Alberta Candian Rocky Mountains,2246,km2,2006,2008,NA,Individuals identified,Model derived abundance/density,Abundance,NA,12,NA,NA,NA,7,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,Female data. Used bear rub rather than hair trap as that is what the author prefered,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,50.71671,-100.51755,Georeferenced - automatically
1007,2199,Ursus arctos,NA,Sawaya2012,2,1,Banff National Park,Canada,NA,Alberta Candian Rocky Mountains,2246,km2,2006,2008,NA,Individuals identified,Model derived abundance/density,Abundance,NA,20,NA,NA,NA,5,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,Male data. Used bear rub rather than hair trap as that is what the author prefered,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,50.71671,-100.51755,Georeferenced - automatically
1008,2200,Ursus americanus,NA,Sawaya2012,1,1,Banff National Park,Canada,NA,Alberta Candian Rocky Mountains,2246,km2,2006,2008,NA,Individuals identified,Model derived abundance/density,Abundance,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,Female data. Used bear rub rather than hair trap as that is what the author prefered,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,50.71671,-100.51755,Georeferenced - automatically
1009,2201,Ursus americanus,NA,Sawaya2012,2,1,Banff National Park,Canada,NA,Alberta Candian Rocky Mountains,2246,km2,2006,2008,NA,Individuals identified,Model derived abundance/density,Abundance,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,Male data. Used bear rub rather than hair trap as that is what the author prefered,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,50.71671,-100.51755,Georeferenced - automatically
1010,2202,Vulpes velox,NA,Schauster2002464,1,1,Pinon Canyon Maneuver Site,United States,NA,Colorado,NA,NA,1997,1998,NA,Systematic - direct observations,Model derived abundance/density,Density,1km2,0.193,NA,NA,NA,0.301,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,35.032088,-101.919583,Georeferenced - automatically
1011,2203,Canis lupus,NA,Schmidt20171,1,1,Yukon-Charley Rivers National Preserve,United States,NA,NA,10220,km2,1992,2013,NA,Individuals identified,Model derived abundance/density,Abundance,NA,37,NA,NA,NA,54,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,65,-143,Within study - reported centroid
1012,2204,Ursus arctos,NA,Schwartz20061,1,1,Greater Yellowstone Ecosystem,United States,NA,NA,34500,km2,1983,2002,NA,Individuals identified,Accounted for effort,Abundance,NA,200,NA,NA,NA,485,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,44.322,-110.52,Georeferenced - manually adjusted
1013,2205,Canis lupus,NA,Sidorovich2007295,1,1,Poozere Forest,Belarus,NA,Vitebsk region,NA,NA,1990,2003,NA,Systematic - undefined,Model derived abundance/density,Density,100km2,2.2,NA,NA,NA,1.9,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,55.83333333,29.83333333,Within study - calculted centroid
1014,2207,Puma concolor,NA,Smallwood1995251,1,1,California,United States,NA,NA,NA,NA,1986,1992,0,Systematic - indirect observations,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,40.0657724,-79.8918436,Georeferenced - automatically
1015,2208,Canis lupus,NA,Smith200992,1,1,Yellowstone National Park,United States,NA,NA,8991,km2,1995,2006,NA,Individuals identified,Total count,Abundance,NA,21,NA,NA,NA,136,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Original is robust,44.6200885,-110.5607575,Georeferenced - automatically
1016,2209,Vulpes vulpes,NA,Sobrino2009,1,1,Aragón,Spain,NA,northeastern Iberian Peninsula,47669,km2,1992,2006,NA,Systematic - direct observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,42.03333333,-5.383333333,Within study - calculted centroid
1017,2210,Felis silvestris,NA,Sobrino2009,1,1,Aragón,Spain,NA,northeastern Iberian Peninsula,47669,km2,1992,2006,NA,Systematic - direct observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,42.03333333,-5.383333333,Within study - calculted centroid
1018,2211,Lycaon pictus,NA,Somers2008239,1,1,Kluhluwe-iMfolozi Park,South Africa,NA,NA,900,km2,1980,2004,23,Individuals identified,Total count,Abundance,NA,9,NA,NA,NA,48,NA,NA,NA,NA,0.01,R trend,NA,SE,0.18,NA,NA,NA,NA,NA,FALSE,1,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,-28.2,31.95,Georeferenced - manually adjusted
1019,2212,Canis rufus,NA,Sparkman2011,1,1,Alligator River National Wildlife Refuge,United States,NA,North Carolina,NA,NA,1990,2006,NA,Individuals identified,Total count,Abundance,NA,20,NA,NA,NA,109,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,they say anthopogenic mortality limits growth. But don’t say what type…,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,35.7918344,-75.83296,Georeferenced - automatically
1020,2213,Panthera pardus,NA,Steinmetz20061391,1,1,Thung Yai Naersun Wildlife Sanctuary,Thailand,NA,Western Forest Complex,3622,km2,1980,2000,2,Unsystematic - undefined,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.2,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,20,Not described,NA,"Method is perceived decline, rather than evidence based",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,15,99.08333333,Within study - calculted centroid
1021,2214,Panthera tigris,NA,Steinmetz20061391,1,1,Thung Yai Naersun Wildlife Sanctuary,Thailand,NA,Western Forest Complex,3622,km2,1980,2000,2,Unsystematic - undefined,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.6,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,20,Not described,NA,"Method is perceived decline, rather than evidence based",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,15,98.41666667,Within study - calculted centroid
1022,2215,Canis lupus,NA,Stenglein2015368,1,1,Wisconsin,United States,NA,NA,NA,NA,1980,1995,NA,Undefined,Undefined,Abundance,NA,20,NA,NA,NA,75,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,Population estimates derived from multiple field methods varying in quality. The estimate is then selected as the mid-point in the annual range,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,26.1464438,-97.9616883,Georeferenced - automatically
1023,2216,Canis lupus,NA,Stenglein2015368,1,2,Wisconsin,United States,NA,NA,NA,NA,1996,2002,NA,Undefined,Undefined,Abundance,NA,110,NA,NA,NA,330,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,26.1464438,-97.9616883,Georeferenced - automatically
1024,2217,Canis lupus,NA,Stenglein2015368,1,3,Wisconsin,United States,NA,NA,NA,NA,2003,2012,NA,Undefined,Undefined,Abundance,NA,340,NA,NA,NA,880,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,26.1464438,-97.9616883,Georeferenced - automatically
1025,2218,Canis lupus,NA,Stenglein2016,1,1,southern Lake Superior,United States,NA,Wisconsin and Michigan,NA,NA,1980,2011,NA,Undefined,Undefined,Abundance,NA,28,NA,NA,NA,1511,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - location is approximate,47.04996,-86.50245,Georeferenced - automatically
1026,2219,Canis lupus,lupus,Subba2017403,1,1,Kanchenjunga Conservation Area,Nepal,NA,NA,2035,km2,2010,2014,0,Unsystematic - direct observations,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Qualitative only,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Location refined,27.6,87.9,Georeferenced - manually adjusted
1027,2220,Canis lupus,NA,Suutarinen201711,1,1,Finland,Finland,NA,NA,NA,NA,2000,2016,NA,Individuals identified,Model derived abundance/density,Abundance,NA,140,NA,130,150,281,NA,261,301,Range,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,63.9102958,25.0120168,Georeferenced - automatically
1028,2221,Canis aureus,NA,Szabo2009307,1,1,Hungary,Hungary,NA,NA,NA,NA,1997,2006,NA,Unsystematic - indirect observations,Field values,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - location is approximate,47.1817585,19.5060937,Georeferenced - automatically
1029,2223,Ursus maritimus,NA,Taylor2005203,1,1,Baffin Bay,Greenland,NA,NA,1030000,km2,1970,1999,19,Individuals identified,Matrix modelling/Non-population estimate derived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.019,Lambda,NA,SD,0.015,NA,NA,NA,NA,NA,FALSE,1,Stable,NA,NA,Asymptotic,NA,NA,NA,NA,1,NA,1,NA,Checked - Location refined,74.33,-70.6,Georeferenced - manually adjusted
1030,2224,Ursus maritimus,NA,Taylor20061667,1,1,Mount Clintock Chanel,Canada,NA,NA,NA,NA,1993,1999,11,Individuals identified,Matrix modelling/Non-population estimate derived,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.946,Lambda,NA,SD,0.038,NA,NA,NA,NA,NA,FALSE,1,Decrease,NA,NA,Asymptotic,NA,NA,NA,NA,1,NA,1,NA,Checked - Location refined,60.8,-134.1,Georeferenced - manually adjusted
1031,2225,Ursus arctos,NA,Teisberg2014369,1,1,Yellowstone lake,United States,NA,Yellowstone National Park,NA,NA,1998,2009,2,Individuals identified,Model derived abundance/density,Abundance,NA,73,NA,59,88,27,NA,24,30,95% CI,37.1,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,11,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,42.7632626,-89.9705746,Georeferenced - automatically
1032,2226,Ursus arctos,NA,Teisberg2014369,1,2,Yellowstone lake,United States,NA,Yellowstone National Park,NA,NA,2007,2009,3,Individuals identified,Model derived abundance/density,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,Lambda,NA,SE,0.086,NA,NA,NA,NA,NA,FALSE,1,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,42.7632626,-89.9705746,Georeferenced - automatically
1033,2227,Ursus americanus,NA,Teisberg2014369,1,1,Yellowstone lake,United States,NA,Yellowstone National Park,NA,NA,1998,2009,2,Individuals identified,Model derived abundance/density,Abundance,NA,63,NA,30,96,28,NA,23,33,95% CI,44,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,11,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,42.7632626,-89.9705746,Georeferenced - automatically
1034,2228,Ursus arctos,NA,Tenan20161307,1,1,Italian Alps,Italy,NA,NA,16000,km2,2002,2013,11,Individuals identified,Model derived abundance/density,Abundance,NA,14,NA,10,20,46,NA,37,57,95% CI,1.086,Lambda,NA,95% CI,NA,1.039,1.136,NA,NA,NA,FALSE,1,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - location is approximate,42.83333,12.83333,Georeferenced - automatically
1035,2229,Canis lupus,lycaon,Theberge2006451,1,1,Algonquin Provincial Park,Canada,NA,NA,2700,km2,1988,1999,NA,Individuals identified,Field values,Density,100km2,5,NA,NA,NA,1.6,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,lambda provided bu no var so digitised,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,46.0163208,-79.0766812,Georeferenced - automatically
1036,2230,Vulpes vulpes,NA,Thompson19891816,1,1,40km north of Manitouwadge,Canada,NA,NA,NA,NA,1980,1985,NA,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,49.25,-85.58333333,Within study - reported centroid
1037,2231,Vulpes vulpes,NA,Thompson19891816,2,1,40km north of Manitouwadge,Canada,NA,NA,NA,NA,1980,1985,NA,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,49.25,-85.58333333,Within study - reported centroid
1038,2232,Vulpes vulpes,NA,Thompson19891816,3,1,40km north of Manitouwadge,Canada,NA,NA,NA,NA,1980,1985,NA,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,49.25,-85.58333333,Within study - reported centroid
1039,2233,Vulpes vulpes,NA,Thompson19891816,4,1,40km north of Manitouwadge,Canada,NA,NA,NA,NA,1980,1985,NA,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,49.25,-85.58333333,Within study - reported centroid
1040,2234,Vulpes vulpes,NA,Thompson19891816,5,1,40km north of Manitouwadge,Canada,NA,NA,NA,NA,1980,1985,NA,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,49.25,-85.58333333,Within study - reported centroid
1041,2235,Lynx lynx,NA,Thompson19891816,1,1,40km north of Manitouwadge,Canada,NA,NA,NA,NA,1980,1985,NA,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,49.25,-85.58333333,Within study - reported centroid
1042,2236,Lynx lynx,NA,Thompson19891816,2,1,40km north of Manitouwadge,Canada,NA,NA,NA,NA,1980,1985,NA,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,49.25,-85.58333333,Within study - reported centroid
1043,2237,Lynx lynx,NA,Thompson19891816,3,1,40km north of Manitouwadge,Canada,NA,NA,NA,NA,1980,1985,NA,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,49.25,-85.58333333,Within study - reported centroid
1044,2238,Lynx lynx,NA,Thompson19891816,4,1,40km north of Manitouwadge,Canada,NA,NA,NA,NA,1980,1985,NA,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,49.25,-85.58333333,Within study - reported centroid
1045,2239,Lynx lynx,NA,Thompson19891816,5,1,40km north of Manitouwadge,Canada,NA,NA,NA,NA,1980,1985,NA,Systematic - indirect observations,Accounted for effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,49.25,-85.58333333,Within study - reported centroid
1046,2240,Panthera tigris,amoyensis,Tilson1997243,1,1,sub-tropical China,China,NA,NA,NA,NA,1950,1995,NA,Undefined,Undefined,Abundance,NA,4000,NA,NA,NA,20,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - location is approximate,35,105,Georeferenced - automatically
1047,2241,Urocyon littoralis,catalinae,Timm2009333,1,1,Santa Catalina Island,United States,NA,California,NA,NA,1991,2000,2,Individuals identified,Accounted for effort,Abundance,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,15,Percentage change,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,9,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,26.650971,-98.55128,Georeferenced - automatically
1048,2242,Canis latrans,NA,Tood1983394,1,1,Rochester,Canada,NA,Alberta,180,km2,1970,1975,NA,Unsystematic - direct observations,Total count,Abundance,NA,80,NA,NA,NA,14,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Not checked - Record appears robust,49.885507,-97.1440862,Georeferenced - automatically
1049,2243,Ursus arctos,NA,Tosi20159,1,1,"Adamello Brenta Nature Park
Adamello Brenta Nature Park",Italy,NA,"Trento, Central Alps",6500,km2,2002,2012,NA,Individuals identified,Undefined,Abundance,NA,6,NA,NA,NA,42,NA,NA,NA,NA,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,46.16666667,10.75,Within study - reported centroid
1050,2244,Ursus arctos,marsicanus,Tosoni20171,1,1,"Abruzzo, Lazio and Molise National Park",Italy,NA,NA,507,km2,2006,2014,NA,Individuals identified,Model derived abundance/density,Abundance,NA,4.4,NA,4,11.5,5,NA,5,7,95% CI,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - location is approximate,42.83333,12.83333,Georeferenced - automatically
1051,2245,Vulpes vulpes,NA,Trewby2008170,1,1,Wiltshire,United Kingdom,NA,England,NA,NA,2000,2002,NA,Systematic - direct observations,Model derived abundance/density,Density,1km2,3.06,NA,1.58,5.9,2.12,NA,1.19,3.8,95% CI,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Original is robust,51.25,-1.916667,Georeferenced - automatically
1052,2246,Vulpes vulpes,NA,Trewby2008170,2,1,Wiltshire,United Kingdom,NA,England,NA,NA,2000,2006,NA,Systematic - direct observations,Model derived abundance/density,Density,1km2,5.15,NA,3.27,8.11,1.91,NA,1.2,3.05,95% CI,NA,Manual calculation required,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Not described,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Checked - Original is robust,51.25,-1.916667,Georeferenced - automatically
